0.,3.3102642534392164
0.01,4.13134822941378
0.02,4.597179914133016
0.03,2.312391332959613
0.04,4.482604317838821
0.05,6.61195306941999
0.06,5.189478590696834
0.07,2.779118343980701
0.08,3.6871001721151986
0.09,4.512754194556631
0.1,5.335205114900688
0.11,2.5762997350894823
0.12,1.6377866753878483
0.13,4.005633643743845
0.14,2.8497404456286417
0.15,4.562004073128855
0.16,3.0795794241988803
0.17,3.1468230728650557
0.18,6.181004182371913
0.19,4.049902993906262
0.2,3.3815823473299758
0.21,3.741477458348704
0.22,5.616224530852965
0.23,4.689547711082906
0.24,4.8755160863106966
0.25,6.4685717708685
0.26,6.036361256855726
0.27,5.169292700227069
0.28,4.467485267359395
0.29,5.1555553813520305
0.3,5.0414078755747305
0.31,5.50803340140544
0.32,2.9367060009607857
0.33,5.742226872723023
0.34,4.1060540132251395
0.35000000000000003,6.968370103786132
0.36,6.035227954432317
0.37,6.555785240466802
0.38,6.215996186550998
0.39,5.381017968651626
0.4,4.976333197690793
0.41000000000000003,5.686031305903791
0.42,5.563545130746604
0.43,4.892471115133432
0.44,5.395216673773742
0.45,5.838898005361601
0.46,4.043869195118738
0.47000000000000003,3.8956728916625947
0.48,5.422998604450147
0.49,7.094643739717258
0.5,4.716234076915918
0.51,5.75856162187862
0.52,5.625511045647368
0.53,5.608147296210966
0.54,6.370730637132
0.55,5.865989777743445
0.56,4.348221713771774
0.5700000000000001,6.810058626791822
0.58,7.064814381175122
0.59,5.4265203390732
0.6,6.763391264952297
0.61,6.283134316578677
0.62,5.407933651900192
0.63,5.231985601016984
0.64,6.863525673107717
0.65,3.5725973467729606
0.66,5.540836045821444
0.67,4.668758961071227
0.68,7.696023910545856
0.6900000000000001,7.505135762001151
0.7000000000000001,6.586038700310009
0.71,6.037940814463274
0.72,6.679942749893198
0.73,4.940277478267357
0.74,7.218642531203197
0.75,5.342293003939709
0.76,7.056117630971681
0.77,6.89969723311015
0.78,5.425891590936645
0.79,5.937016758414934
0.8,6.0078897213320746
0.81,6.606581359198487
0.8200000000000001,6.654746869641626
0.8300000000000001,7.257214447608897
0.84,6.120695317380184
0.85,7.368712625656844
0.86,6.399471384977406
0.87,7.866257075867149
0.88,5.791779265577307
0.89,7.281691812734506
0.9,6.379996492970449
0.91,4.595723283928757
0.92,7.39907896093952
0.93,7.343731323916804
0.9400000000000001,8.302639781339463
0.9500000000000001,7.511275102027173
0.96,6.895966804109922
0.97,8.684315182350707
0.98,5.680168965097593
0.99,6.246533511526245
1.,6.201174251455123
1.01,5.85388113848509
1.02,5.775593827894926
1.03,6.971343037389974
1.04,5.776402932156527
1.05,6.9304867940070105
1.06,8.377395999215052
1.07,6.558701962820243
1.08,6.397013351975049
1.09,10.238494302952867
1.1,5.915710329951746
1.11,7.27494533555941
1.12,8.139374601863729
1.1300000000000001,7.013236866217788
